N,mu,n_ratio,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
11,0.02797,1.7283,1.4822,1.5822,1.5639,1.5157,1.4737,1.4359,1.4034,1.3531,1.3049,1.2501,1.1805,1.1423,1.082,1.0557,1.0109,0.97639,0.9476,0.94376,0.91679,0.88663,0.85824,0.80084,0.79724,0.78816,0.78073,0.75704,0.74239,0.75146,0.75673,0.74087,0.7276,0.71995,0.6923,0.65865,0.61513,0.64285,0.63787,0.6272,0.63103,0.63915,0.63387,0.62223,0.6102,0.61582,0.66775,0.66526,0.65022,0.6312,0.60613,0.58023,0.52757,0.52002,0.53033,0.53043,0.51339,0.54574,0.56541,0.55045,0.54038,0.55075,0.55353,0.54676,0.54462,0.53786,0.5483,0.53759,0.55275,0.54225,0.55082,0.5667,0.55621,0.55332,0.56815,0.56301,0.57472,0.58292,0.56108,0.57005,0.56874,0.56426,0.54881,0.52278,0.51964,0.54648,0.53308,0.5684,0.57485,0.55928,0.55953,0.55118,0.58179,0.5778,0.59677,0.56121,0.52744,0.52101,0.5567,0.59284,0.60705,0.59037,0.57996,0.54257,0.5314,0.52763,0.49482,0.52667,0.51872,0.5088,0.51345,0.53219,0.55157,0.55032,0.57665,0.56185,0.52893,0.55929,0.55498,0.52315,0.51645,0.52654,0.51139,0.529,0.57521,0.55106,0.51439,0.48407,0.46776,0.46106,0.48432,0.50221,0.51479,0.55874,0.56433,0.57932,0.59576,0.60116,0.61714,0.62919,0.63642,0.63489,0.61614,0.63098,0.63981,0.6258,0.61544,0.6234,0.60909,0.59486,0.57121,0.54455,0.54482,0.54652,0.53258,0.51163,0.53891,0.53841,0.54757,0.57915,0.58964,0.58408,0.56075,0.5625,0.57621,0.55873,0.57035,0.5444,0.54072,0.56935,0.56855,0.59035,0.59994,0.59505,0.55124,0.53622,0.51797,0.53257,0.49947,0.49185,0.48519,0.47374,0.44263,0.47877,0.49861,0.50258,0.48398,0.49032,0.49405,0.50255,0.49393,0.4859,0.4827,0.44891,0.44546,0.46201,0.49992,0.48566,0.49117,0.47531,0.44591,0.4461
2,0.30388,1.8806,0.98965,1.0894,1.0901,1.0175,1.0179,0.95005,0.93792,0.91829,0.88244,0.81569,0.8307,0.79684,0.76584,0.79834,0.89426,0.89724,0.91055,0.92312,0.90117,0.91192,0.91691,0.85684,0.89456,0.86005,0.89432,0.87745,0.92881,0.91443,0.89629,0.90776,0.96255,0.97071,1.0266,1.0573,1.0722,1.1421,1.1378,1.0729,1.0954,1.07,1.0473,1.0229,1.0426,0.99656,0.95676,0.87085,0.82905,0.78746,0.74282,0.76668,0.77503,0.76009,0.83677,0.84211,0.80512,0.75977,0.69506,0.66426,0.59673,0.60435,0.56732,0.6002,0.55725,0.56075,0.60944,0.59013,0.60214,0.6291,0.58576,0.51265,0.44077,0.44296,0.45897,0.41728,0.45309,0.40873,0.31864,0.31685,0.24797,0.28619,0.29345,0.27311,0.26854,0.20215,0.24142,0.2396,0.25255,0.26976,0.27326,0.17956,0.19,0.11619,0.15982,0.13626,0.14292,0.18951,0.19843,0.253,0.24829,0.16654,0.13423,0.10399,0.077543,0.13417,0.21097,0.23435,0.20072,0.10361,0.10689,0.10634,0.069324,0.15565,0.211,0.23535,0.22698,0.2643,0.324,0.40157,0.39565,0.36643,0.30331,0.36019,0.35158,0.26076,0.257,0.22719,0.15219,0.17729,0.17165,0.21789,0.2793,0.26196,0.17651,0.19437,0.22451,0.18041,0.11265,0.054072,0.082871,0.11494,0.11518,0.10394,0.10009,0.097077,0.12547,0.11749,0.073565,0.17263,0.18295,0.15959,0.13558,0.18574,0.27107,0.26227,0.26777,0.27946,0.25274,0.27534,0.25418,0.21877,0.21888,0.15578,0.1641,0.16661,0.23419,0.29642,0.31364,0.29183,0.3158,0.25941,0.24713,0.16636,0.18903,0.26724,0.27686,0.19805,0.18868,0.1454,0.16052,0.21492,0.23231,0.2355,0.27597,0.24614,0.25171,0.24134,0.26395,0.27935,0.24201,0.2013,0.26789,0.28995,0.37172,0.36127,0.27274,0.28443,0.24712,0.2671,0.28994,0.31653
4,0.8875,1.2276,0.91061,1.0103,0.9789,0.92957,0.85592,0.84984,0.78409,0.81546,0.75772,0.77786,0.74947,0.72376,0.66905,0.63918,0.71859,0.76306,0.73779,0.69551,0.68365,0.6548,0.63974,0.59493,0.59487,0.58437,0.62591,0.59115,0.58193,0.51192,0.53428,0.52972,0.592,0.58531,0.52138,0.50333,0.47707,0.50926,0.52009,0.53136,0.55228,0.56056,0.6066,0.5966,0.60472,0.51926,0.56446,0.65225,0.66531,0.6907,0.68153,0.64704,0.65626,0.63855,0.57685,0.61101,0.60783,0.5573,0.53365,0.48798,0.45959,0.50827,0.51398,0.55455,0.53361,0.5264,0.53017,0.55672,0.59548,0.58825,0.60466,0.54769,0.57925,0.57451,0.59219,0.57873,0.58202,0.58008,0.57402,0.52752,0.5073,0.46014,0.46359,0.44422,0.46353,0.4997,0.50057,0.54546,0.50304,0.55137,0.59082,0.5614,0.53383,0.48518,0.4792,0.48784,0.42889,0.3771,0.39145,0.47589,0.49024,0.55758,0.60458,0.56849,0.61789,0.59555,0.59524,0.60871,0.65728,0.62783,0.56684,0.50509,0.49955,0.51832,0.48738,0.4855,0.51756,0.55293,0.53344,0.58989,0.61288,0.70303,0.70949,0.64035,0.56391,0.54342,0.57024,0.54457,0.59904,0.62256,0.69232,0.68915,0.73719,0.75469,0.79083,0.76748,0.7105,0.69206,0.67843,0.74088,0.73862,0.69163,0.70665,0.7826,0.80006,0.80028,0.80002,0.79741,0.7323,0.72705,0.75418,0.75461,0.74133,0.72027,0.67264,0.70444,0.70311,0.71058,0.66807,0.69514,0.69448,0.69239,0.66726,0.64873,0.67253,0.68232,0.67323,0.58473,0.55686,0.52119,0.47105,0.4315,0.49104,0.51336,0.52971,0.49953,0.5535,0.59062,0.60022,0.59385,0.56496,0.53962,0.59584,0.62365,0.68681,0.69452,0.68223,0.66592,0.6899,0.7216,0.74662,0.72539,0.71945,0.76665,0.70881,0.66315,0.70317,0.75355,0.74717,0.74093,0.75615,0.75999
11,0.32106,1.167,0.92398,1.024,1.0373,1.0179,0.98242,0.98999,0.97909,0.9508,0.88302,0.85347,0.82909,0.7769,0.74579,0.72171,0.71279,0.68728,0.67228,0.64176,0.60121,0.59741,0.5744,0.55921,0.56393,0.54226,0.57136,0.59671,0.60033,0.61451,0.59033,0.58542,0.57186,0.57051,0.60432,0.63623,0.64124,0.6283,0.6244,0.59711,0.54688,0.53641,0.53422,0.53708,0.51467,0.51803,0.542,0.57975,0.5775,0.57366,0.56422,0.56789,0.5542,0.54092,0.5219,0.51273,0.51343,0.51692,0.50839,0.4988,0.49018,0.48522,0.50981,0.51847,0.53068,0.50984,0.5381,0.57001,0.60108,0.59342,0.58668,0.60913,0.59434,0.5888,0.61348,0.63795,0.61982,0.61348,0.61805,0.61757,0.62502,0.61232,0.60538,0.61141,0.62097,0.65387,0.61658,0.57483,0.5824,0.56677,0.54497,0.53347,0.53583,0.52334,0.54403,0.53722,0.52312,0.5381,0.54038,0.52621,0.55355,0.55783,0.53464,0.52046,0.51906,0.51526,0.50514,0.5313,0.51567,0.49423,0.53784,0.53638,0.53041,0.52825,0.51662,0.51761,0.48694,0.5083,0.52915,0.55889,0.5648,0.5369,0.53257,0.47947,0.47619,0.49226,0.45793,0.46358,0.44992,0.46066,0.48243,0.48759,0.48996,0.5076,0.50161,0.49033,0.48783,0.4793,0.51981,0.52204,0.54668,0.53943,0.54715,0.52969,0.52666,0.49446,0.48389,0.49098,0.53337,0.5433,0.53261,0.55096,0.55195,0.54722,0.56515,0.56022,0.54439,0.54917,0.53072,0.57393,0.62124,0.67359,0.68617,0.66721,0.62075,0.59237,0.55948,0.56532,0.58468,0.59293,0.56676,0.55394,0.5499,0.54498,0.56093,0.56771,0.57974,0.54291,0.56219,0.55227,0.50632,0.49136,0.50406,0.50167,0.50891,0.50637,0.50027,0.53129,0.55232,0.56713,0.57402,0.5576,0.54652,0.51552,0.53381,0.53479,0.53113,0.53666,0.51457,0.49823,0.51121,0.5189
6,1.4054,1.4369,1.3916,1.4911,1.5133,1.4814,1.5159,1.4969,1.53,1.5256,1.5162,1.4868,1.5023,1.4747,1.458,1.4844,1.4525,1.5148,1.5476,1.4991,1.505,1.5308,1.5538,1.5594,1.5354,1.5658,1.6034,1.5757,1.5981,1.5825,1.5238,1.5269,1.5053,1.5098,1.5129,1.5852,1.5976,1.5671,1.5533,1.5232,1.5196,1.5059,1.5341,1.4979,1.4699,1.4909,1.4732,1.4977,1.549,1.5249,1.4768,1.4959,1.5041,1.4736,1.4542,1.4408,1.4579,1.4205,1.4424,1.4507,1.4542,1.433,1.4583,1.4629,1.4448,1.4912,1.5054,1.4696,1.4791,1.5446,1.5529,1.5382,1.5269,1.5492,1.5687,1.5635,1.5554,1.5417,1.4917,1.5233,1.4803,1.4412,1.4523,1.4232,1.3865,1.3839,1.3557,1.3382,1.3075,1.3582,1.4083,1.4557,1.4632,1.4125,1.4274,1.3629,1.4088,1.4195,1.392,1.4109,1.4826,1.4518,1.4443,1.4286,1.4163,1.4162,1.4299,1.4623,1.4699,1.4718,1.4872,1.4865,1.4952,1.4546,1.4918,1.4886,1.4616,1.4488,1.4987,1.4943,1.4364,1.4228,1.3626,1.3548,1.3065,1.2288,1.2328,1.2834,1.2909,1.2869,1.314,1.318,1.2907,1.2921,1.2654,1.2429,1.2225,1.2096,1.1995,1.2076,1.1983,1.1708,1.1591,1.1778,1.2224,1.2294,1.2384,1.2514,1.2432,1.2477,1.2443,1.2999,1.324,1.3517,1.437,1.4617,1.4923,1.5509,1.5643,1.4863,1.4631,1.4471,1.4373,1.3785,1.3721,1.347,1.3112,1.3453,1.3331,1.2984,1.3052,1.2612,1.2997,1.2685,1.2638,1.2644,1.2317,1.2226,1.2693,1.2511,1.3274,1.3922,1.409,1.4197,1.409,1.3508,1.3254,1.2936,1.3237,1.3451,1.3504,1.3737,1.3585,1.3126,1.2775,1.2814,1.2985,1.3498,1.3421,1.3432,1.3407,1.342
11,1.3705,1.6792,1.0283,1.1114,1.1141,1.1326,1.1254,1.1379,1.119,1.1001,1.0967,1.0738,1.0658,1.0689,1.1087,1.109,1.1295,1.1361,1.1172,1.1032,1.1128,1.1183,1.1532,1.1765,1.1887,1.1679,1.1996,1.2359,1.243,1.2201,1.2485,1.2475,1.2188,1.2056,1.204,1.2416,1.2495,1.2338,1.2357,1.2171,1.2081,1.2085,1.207,1.1842,1.172,1.1257,1.126,1.1248,1.1427,1.1379,1.1353,1.1262,1.1244,1.1454,1.1515,1.1441,1.1574,1.1987,1.2254,1.2327,1.2692,1.2637,1.3018,1.3017,1.3185,1.3066,1.3155,1.3213,1.3079,1.3196,1.3041,1.3316,1.3238,1.307,1.3113,1.312,1.3162,1.2963,1.2865,1.3116,1.3294,1.3384,1.3313,1.3102,1.3329,1.3427,1.372,1.3893,1.367,1.3221,1.2894,1.2809,1.2972,1.2832,1.3139,1.2978,1.2793,1.2741,1.2587,1.2491,1.2627,1.2832,1.325,1.3321,1.3628,1.3799,1.3382,1.3408,1.3137,1.31,1.29,1.3164,1.298,1.2853,1.272,1.2528,1.2703,1.3011,1.3292,1.3317,1.3279,1.3268,1.3167,1.3337,1.3614,1.3594,1.3479,1.3534,1.3467,1.3643,1.3878,1.3728,1.3545,1.3428,1.3491,1.3246,1.3283,1.3142,1.3017,1.3179,1.3296,1.2923,1.26,1.235,1.235,1.2609,1.2507,1.2467,1.2709,1.2391,1.2339,1.2149,1.2175,1.219,1.242,1.2311,1.2214,1.2227,1.2082,1.2351,1.227,1.21,1.2121,1.2128,1.2407,1.2378,1.2773,1.2716,1.2611,1.2528,1.2361,1.2415,1.2669,1.2674,1.2679,1.2884,1.2884,1.255,1.2644,1.2675,1.2794,1.2969,1.2757,1.2797,1.2516,1.2534,1.2115,1.1795,1.1917,1.1939,1.2082,1.2183,1.2187,1.1909,1.1995,1.1992,1.1426,1.1381,1.165,1.1692,1.1735,1.1887
3,0.49257,1.1131,1.3389,1.4388,1.4278,1.3726,1.4055,1.3257,1.299,1.2401,1.23,1.1654,1.1552,1.1087,1.0364,1.0177,0.9542,0.94024,0.86898,0.85443,0.80363,0.79707,0.83634,0.82338,0.7758,0.7412,0.66475,0.65538,0.58996,0.62712,0.63268,0.61312,0.52557,0.49497,0.40509,0.35092,0.34257,0.35903,0.3241,0.35373,0.40336,0.4124,0.44183,0.51649,0.55776,0.62582,0.6569,0.63207,0.56586,0.53779,0.44882,0.48193,0.39609,0.41339,0.34037,0.32653,0.30904,0.21669,0.17532,0.23249,0.25335,0.33547,0.39328,0.40078,0.43849,0.44521,0.4148,0.36893,0.3836,0.44245,0.50705,0.53952,0.53026,0.58568,0.5831,0.56075,0.51832,0.5072,0.46834,0.50107,0.49758,0.50828,0.47124,0.48011,0.50956,0.52665,0.49348,0.46323,0.44481,0.42817,0.38094,0.37195,0.30747,0.24547,0.24103,0.18407,0.1883,0.18064,0.24279,0.2374,0.27099,0.3372,0.35474,0.43142,0.47515,0.51007,0.44269,0.36939,0.35096,0.38681,0.37348,0.37225,0.29412,0.2818,0.23742,0.21254,0.26718,0.29382,0.2966,0.28407,0.22272,0.2224,0.26434,0.22757,0.23797,0.26014,0.22315,0.30122,0.3499,0.42396,0.46028,0.49387,0.49422,0.49448,0.51886,0.54875,0.59765,0.65324,0.68137,0.68935,0.68201,0.6873,0.70144,0.71275,0.72272,0.7674,0.77166,0.75412,0.72731,0.67195,0.61164,0.58156,0.54484,0.51526,0.45098,0.4454,0.43319,0.48134,0.48364,0.42189,0.42831,0.42941,0.37488,0.41784,0.44578,0.43695,0.43741,0.43605,0.3749,0.40638,0.4606,0.4816,0.44903,0.47662,0.4326,0.44723,0.38448,0.35855,0.4397,0.423,0.35821,0.39258,0.38005,0.40591,0.40317,0.34002,0.30425,0.3143,0.34382,0.35293,0.34237,0.37138,0.32261,0.33954,0.38788,0.42121,0.40984,0.44422,0.42065,0.3457,0.36337,0.37887
10,0.6685,1.0573,1.0403,1.1403,1.1421,1.141,1.1384,1.1032,1.0631,1.0201,0.99038,0.9811,0.92039,0.89266,0.88805,0.84959,0.80587,0.77418,0.77648,0.77376,0.81519,0.8334,0.83066,0.79443,0.79402,0.77879,0.78555,0.79299,0.79037,0.76544,0.76358,0.75169,0.73101,0.71967,0.73982,0.74995,0.78128,0.82842,0.84154,0.8727,0.8565,0.88211,0.90199,0.85398,0.81925,0.80321,0.81127,0.81099,0.80681,0.79272,0.73639,0.721,0.68818,0.73079,0.73143,0.71811,0.69299,0.72623,0.74281,0.74264,0.76318,0.77064,0.76019,0.79874,0.79581,0.80234,0.78193,0.81135,0.80566,0.81559,0.80246,0.75854,0.7589,0.74381,0.73319,0.70883,0.71093,0.69505,0.65132,0.61696,0.61524,0.583,0.56853,0.59067,0.62511,0.65292,0.67872,0.67765,0.6504,0.68411,0.67998,0.67396,0.64605,0.63162,0.67207,0.64767,0.6691,0.6263,0.61654,0.59289,0.57853,0.61229,0.64788,0.63666,0.63798,0.65557,0.617,0.62615,0.59822,0.60421,0.59123,0.57693,0.56936,0.58868,0.5948,0.61729,0.66878,0.66635,0.65208,0.6742,0.72321,0.7168,0.78378,0.81662,0.80183,0.78339,0.81472,0.77409,0.75544,0.76746,0.78412,0.77624,0.77566,0.78324,0.8217,0.83713,0.83626,0.84338,0.809,0.78471,0.81997,0.80451,0.77296,0.74229,0.73702,0.72764,0.7005,0.73212,0.7362,0.78363,0.785,0.77167,0.78489,0.77568,0.77193,0.74014,0.74369,0.76959,0.77645,0.76666,0.79603,0.83293,0.85892,0.86584,0.86071,0.83559,0.80839,0.80564,0.75724,0.76413,0.74302,0.73486,0.7512,0.73374,0.75062,0.784,0.77745,0.78011,0.74909,0.7262,0.72116,0.72397,0.77043,0.75764,0.77477,0.80739,0.8024,0.74952,0.72148,0.74647,0.72916,0.70033,0.66323,0.65966,0.65133,0.67124,0.6986,0.72866,0.71233,0.73011,0.72624,0.72526
7,1.421,1.3167,1.1522,1.2497,1.2791,1.2551,1.2326,1.2226,1.2069,1.1687,1.1776,1.1742,1.1913,1.1745,1.1985,1.1983,1.2439,1.2133,1.2553,1.2493,1.2406,1.2162,1.2475,1.2776,1.3127,1.351,1.395,1.4142,1.4375,1.4177,1.3757,1.3644,1.3757,1.39,1.3611,1.3638,1.3324,1.3662,1.3466,1.3618,1.3361,1.3319,1.3806,1.4005,1.4065,1.4076,1.3937,1.3746,1.3932,1.3894,1.4105,1.4653,1.4972,1.4842,1.4738,1.4341,1.408,1.4446,1.5003,1.5213,1.5808,1.5937,1.6127,1.6069,1.572,1.5453,1.5465,1.593,1.606,1.5795,1.6131,1.6173,1.5897,1.5884,1.5722,1.5546,1.5348,1.5131,1.564,1.5541,1.5368,1.4984,1.4791,1.4617,1.4725,1.504,1.4598,1.4185,1.409,1.3787,1.3644,1.3995,1.379,1.3765,1.3821,1.4285,1.4619,1.5067,1.5466,1.5323,1.4899,1.5142,1.5286,1.5528,1.5483,1.5563,1.5766,1.5304,1.541,1.5143,1.5186,1.5403,1.5699,1.5752,1.5784,1.559,1.5635,1.5525,1.5242,1.527,1.5451,1.5678,1.5061,1.5064,1.5166,1.5485,1.569,1.5519,1.5793,1.5498,1.4913,1.5045,1.4612,1.4605,1.4552,1.4677,1.4769,1.4557,1.4699,1.4988,1.5424,1.5513,1.5794,1.5543,1.5116,1.484,1.4884,1.5113,1.4879,1.5095,1.4969,1.459,1.4845,1.4593,1.431,1.442,1.4249,1.4112,1.4476,1.4706,1.4426,1.44,1.4914,1.5348,1.4834,1.4603,1.4314,1.4422,1.413,1.4427,1.445,1.4472,1.4327,1.4244,1.3999,1.3885,1.3942,1.3912,1.3563,1.3386,1.3722,1.4081,1.3985,1.4205,1.4366,1.4758,1.4567,1.4356,1.4615,1.4766,1.483,1.4396,1.4026,1.3785,1.4167,1.4288,1.4084,1.4041,1.4369,1.4225,1.3616,1.3464
11,0.87869,1.5315,1.2325,1.332,1.3455,1.3042,1.2558,1.2299,1.2172,1.1924,1.1453,1.1105,1.0938,1.0704,1.0564,1.0442,1.0405,1.021,1.0353,1.0685,1.0609,1.0651,1.0383,1.035,1.0526,1.0834,1.0964,1.1058,1.0782,1.0718,1.0361,1.0037,1.0053,0.97802,0.9775,0.96046,0.97499,0.96143,0.95287,0.95539,0.99808,0.9929,0.92711,0.91515,0.93756,0.90975,0.89635,0.89277,0.89565,0.88403,0.85599,0.84706,0.86554,0.86141,0.85158,0.84032,0.84999,0.81624,0.79866,0.76886,0.78328,0.7843,0.78255,0.79883,0.79163,0.81773,0.83721,0.86466,0.85711,0.85701,0.85134,0.8791,0.89713,0.87064,0.87727,0.90092,0.87276,0.85208,0.85036,0.87381,0.87235,0.87203,0.92023,0.91185,0.9042,0.87802,0.84683,0.84672,0.83441,0.81148,0.81318,0.82887,0.80942,0.80134,0.76586,0.75299,0.7568,0.74818,0.74836,0.75165,0.80248,0.78158,0.78687,0.80885,0.81612,0.82044,0.81811,0.81851,0.80142,0.78401,0.7887,0.80501,0.79516,0.80453,0.80475,0.78947,0.77477,0.7903,0.80745,0.84981,0.84037,0.87381,0.8833,0.87841,0.87173,0.90081,0.91792,0.91946,0.9221,0.91492,0.93744,0.94751,0.95478,0.93393,0.92627,0.91933,0.8883,0.86011,0.86553,0.86794,0.8663,0.87219,0.86633,0.84047,0.80211,0.8008,0.80329,0.82995,0.83962,0.81723,0.81219,0.85034,0.85447,0.8269,0.81583,0.8446,0.87728,0.87262,0.89033,0.88094,0.87371,0.88024,0.88121,0.89209,0.90088,0.87673,0.85861,0.84531,0.86263,0.84409,0.85032,0.85877,0.89066,0.91284,0.87758,0.88082,0.91637,0.93998,0.92539,0.89656,0.92425,0.92762,0.92694,0.90753,0.84009,0.81374,0.77197,0.80161,0.7809,0.78568,0.79541,0.79274,0.80546,0.80657,0.82648,0.84817,0.84355,0.82284,0.8315,0.88223,0.88467,0.91052
7,0.64548,1.0024,0.9198,1.0198,1.0344,0.98527,0.94282,0.90696,0.88197,0.84395,0.79442,0.77466,0.70991,0.72989,0.73519,0.7155,0.72396,0.70393,0.66558,0.62034,0.632,0.61613,0.6495,0.66192,0.61424,0.62523,0.6345,0.65426,0.71209,0.69658,0.67948,0.6877,0.65635,0.693,0.67265,0.65326,0.65548,0.6917,0.74325,0.77298,0.77968,0.82131,0.87999,0.90277,0.88506,0.87963,0.88776,0.87413,0.85697,0.84356,0.85062,0.80303,0.81362,0.79588,0.79273,0.82751,0.82915,0.82691,0.82416,0.80764,0.75851,0.78523,0.81522,0.81861,0.8064,0.81327,0.79408,0.79378,0.75438,0.72621,0.69111,0.71362,0.71386,0.71381,0.69627,0.69515,0.72617,0.7191,0.72683,0.71472,0.71316,0.67195,0.68495,0.71128,0.70111,0.6968,0.6582,0.63253,0.63976,0.70008,0.74216,0.77586,0.74688,0.70286,0.71429,0.6664,0.63591,0.64717,0.61905,0.57922,0.61306,0.64414,0.66445,0.64191,0.66258,0.70366,0.66087,0.65767,0.69706,0.66888,0.60633,0.6409,0.64697,0.66213,0.66072,0.63235,0.63237,0.59494,0.58091,0.58097,0.61414,0.62405,0.56578,0.5385,0.53903,0.54314,0.52208,0.4955,0.47684,0.48077,0.53168,0.57895,0.62106,0.65141,0.69567,0.66215,0.66562,0.68909,0.70961,0.73339,0.75254,0.76346,0.72305,0.68731,0.7009,0.69175,0.72949,0.71378,0.70568,0.71756,0.70331,0.71189,0.74172,0.72384,0.70758,0.63724,0.65474,0.69825,0.71265,0.72685,0.67258,0.65441,0.63368,0.59994,0.59415,0.64483,0.67719,0.7541,0.7503,0.72166,0.70857,0.66039,0.66146,0.72719,0.75018,0.70034,0.71383,0.68478,0.65798,0.60362,0.61301,0.62295,0.67776,0.73498,0.73119,0.69714,0.66546,0.682,0.65216,0.60442,0.59441,0.58237,0.58922,0.58965,0.56948,0.61277,0.65238,0.6802,0.71341,0.71183,0.71314,0.76737
12,0.36197,1.2234,1.0112,1.1111,1.1103,1.0608,1.0497,1.0301,1.0155,0.97057,0.91495,0.88675,0.86063,0.82472,0.79143,0.78524,0.78331,0.76844,0.7263,0.73592,0.71865,0.71955,0.68378,0.613,0.58208,0.56127,0.5322,0.5268,0.54519,0.56679,0.60381,0.59333,0.57555,0.58733,0.61189,0.59794,0.57419,0.53056,0.51704,0.52764,0.54405,0.54183,0.55995,0.58068,0.5517,0.54331,0.54028,0.52611,0.51011,0.51471,0.5029,0.47196,0.47429,0.47599,0.50684,0.48676,0.4821,0.45013,0.46847,0.47622,0.49307,0.48069,0.49806,0.51836,0.51989,0.53966,0.56263,0.57396,0.57181,0.53918,0.53892,0.54769,0.54556,0.53849,0.54836,0.53492,0.54677,0.53643,0.53778,0.5387,0.53472,0.5788,0.58636,0.58032,0.58231,0.59703,0.57886,0.56155,0.56647,0.58023,0.56333,0.55395,0.60924,0.62095,0.58687,0.56509,0.56715,0.55922,0.53897,0.56199,0.56761,0.57704,0.59929,0.59423,0.62501,0.64228,0.66117,0.66387,0.67706,0.64535,0.6276,0.60376,0.62126,0.63341,0.65337,0.65088,0.62847,0.63357,0.60874,0.59594,0.61188,0.59669,0.5977,0.58744,0.5741,0.56504,0.57659,0.58993,0.63091,0.63542,0.62415,0.62527,0.63426,0.62525,0.60851,0.55586,0.54897,0.56456,0.58446,0.5942,0.61041,0.62173,0.5998,0.59062,0.59048,0.59565,0.61715,0.65696,0.67448,0.65328,0.66449,0.64898,0.65627,0.65816,0.64326,0.62452,0.58967,0.56987,0.5612,0.5246,0.50693,0.48234,0.46732,0.49311,0.50826,0.48348,0.4947,0.53152,0.55939,0.54574,0.51776,0.52022,0.55767,0.58669,0.56255,0.56446,0.55264,0.58336,0.62394,0.59856,0.60161,0.58215,0.59493,0.60883,0.60454,0.56597,0.57126,0.58682,0.60752,0.62984,0.64214,0.65061,0.61277,0.61912,0.61697,0.62313,0.63868,0.65366,0.64529,0.66315,0.68909,0.67683
8,0.13344,1.3668,0.94589,1.0459,1.0704,1.0623,1.0192,1.0269,0.99558,0.97869,0.95234,0.91372,0.91236,0.87985,0.87002,0.83664,0.76441,0.75594,0.72144,0.71384,0.71715,0.68293,0.66561,0.64119,0.64556,0.63089,0.60351,0.5927,0.55644,0.55336,0.54959,0.50558,0.4897,0.47726,0.47344,0.47194,0.45183,0.47987,0.48097,0.4847,0.49451,0.4678,0.43406,0.44882,0.44381,0.43729,0.42936,0.42465,0.40866,0.35955,0.39367,0.42788,0.47502,0.48803,0.48385,0.49596,0.52198,0.53765,0.56061,0.57278,0.55007,0.52344,0.5208,0.52297,0.50734,0.49384,0.47637,0.44,0.41088,0.40824,0.37895,0.38025,0.39263,0.4004,0.41407,0.39748,0.35867,0.38051,0.38065,0.38174,0.39668,0.38877,0.4621,0.47676,0.45592,0.42891,0.41011,0.41013,0.41899,0.442,0.44049,0.4172,0.40815,0.42452,0.4681,0.45084,0.40307,0.38606,0.36778,0.34507,0.35034,0.3342,0.38289,0.40393,0.45286,0.47364,0.46558,0.44169,0.50082,0.53176,0.52905,0.51058,0.49284,0.4568,0.45547,0.46852,0.48275,0.48947,0.50219,0.5137,0.49599,0.47422,0.46222,0.47443,0.47342,0.45124,0.43227,0.41637,0.44685,0.46104,0.49269,0.51416,0.53961,0.50792,0.48514,0.4777,0.4871,0.48989,0.48595,0.46007,0.43546,0.43286,0.45977,0.40771,0.40365,0.45745,0.491,0.51253,0.4605,0.50198,0.50803,0.52327,0.54257,0.57096,0.54221,0.49053,0.47076,0.45678,0.49373,0.50772,0.52028,0.53643,0.53958,0.58167,0.56514,0.57859,0.59393,0.62625,0.57823,0.56749,0.53464,0.48428,0.47448,0.47645,0.46002,0.45118,0.42517,0.45314,0.47061,0.47796,0.48175,0.49412,0.50304,0.51199,0.51508,0.48787,0.47346,0.47226,0.45295,0.44818,0.41034,0.41178,0.44167,0.44962,0.43387,0.44615,0.50753,0.5349,0.5215,0.50382,0.48247,0.46813
